Comp_Premier League,Team_Middle,Team_Top,Age,Starts,90s,Goals,Shots,PasTotCmp%,PasMedCmp%,SCA,ScaPassLive,GCA,TouAtt3rd,TouAttPen,TouLive,Rec,Recov,AerWon,2023
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-0.02472356566136625,-0.26176711006569586,-0.32226941344745824,-0.382426434678435,-0.2021395645523506,0.5046010003309367,0.37357603544292894,-0.4630504185401061,-0.3986855002119132,0.11801458694912023,-0.6504387557167247,-0.5099469430580905,-0.6735501302620327,-0.511684679170333,-0.3119601038055926,-0.6721859409382193,1.0671805267603394
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-0.46466237519798,-0.9611396329878619,-0.9505124463107348,-0.382426434678435,-0.3009688302213678,0.4796481361721943,-0.04647644072239393,-0.176022796547921,-0.4124241879522823,-0.5248891953789631,-0.4119840200244832,-0.7129313404293813,-0.3349436200074685,-0.31916547421605884,-0.19175963259084425,-0.17727707051492447,1.0671805267603394
2.0476445053852066,1.3388735629559712,-0.79227656896401,0.8551540534118612,-1.1609603538227664,-1.149456073384106,-0.382426434678435,1.485017185083015,-1.8160153664320215,1.1072676938116925,-0.13881551221560082,0.18520872875377647,-0.5248891953789631,-0.2554693286434753,0.3884469638259556,-1.0605289991243914,-0.9564704285474488,0.58954343030502,0.09637842254266202,1.0671805267603394
-0.4883660212356432,1.3388735629559712,-0.79227656896401,-1.5645093990395142,-1.1609603538227664,-1.2018096594560457,-0.382426434678435,-0.8657074911871806,-6.349119021936724,-4.493431988392612,-1.026475009858099,-0.9619716975670491,-0.5248891953789631,-1.332658675206883,-0.863290153297004,-2.764310963421165,-2.284189083404511,-1.7944325821208218,-0.8759719464066347,1.0671805267603394
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,-2.004448208576128,-1.1609603538227664,-1.118043921740942,-0.382426434678435,-0.08213259909711527,1.494397945294348,0.7768264125616382,-0.436473786874163,-0.19947452797656015,-0.5248891953789631,1.7331879265505077,-0.028798741881697558,-0.017835935800813513,0.3712482263096134,-0.8414145603467458,-0.8759719464066347,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-0.9046011847345937,-0.7613189121529572,-0.8458052741668555,-0.1846967953851343,1.3508917531036346,0.5794595928071604,-0.1640911340486848,0.03659025677962342,0.41189707646986784,-0.5248891953789631,-0.17260860967705932,0.4260366670428613,-0.8294166191093715,-0.5979863917360421,-0.24041220427300428,-0.5440918803580723,-0.9370485826195866
-0.4883660212356432,1.3388735629559712,-0.79227656896401,0.6351846486435544,-0.5614981913180527,-0.4688594544488895,-0.09605937087434434,1.0261670230482924,-0.8594889070135981,-0.6625534057648674,0.3236178787718085,0.19894741649414566,-0.1498619890209144,0.22328149205137243,1.2003845533111186,-1.022906053540551,-0.6577337312046098,-0.5037084745529291,1.9129850998611087,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-0.02472356566136625,0.03796397118666102,0.10702999234244748,-0.382426434678435,-0.36450192958002176,0.5545067286484192,0.40718023353615446,0.658483437762691,0.7828416454598354,0.33231584772514805,-0.08054114415881936,-0.6264750230304982,0.44976353074120307,0.5438516514410315,-0.16027855679650532,-0.3228385029923641,1.0671805267603394
-0.4883660212356432,1.3388735629559712,-0.79227656896401,1.7350316724850887,0.9371572149437316,0.9132752178503193,-0.382426434678435,-0.5198050613456202,-0.2523025458175556,-0.21449743118852307,-0.032508985551828476,0.08903791457119235,0.27874053253114106,0.5086906351579165,-0.43852650694596973,-0.13607947906431217,-0.25941813474749115,0.9959354996501214,-0.07247283913116796,-0.9370485826195866
-0.4883660212356432,1.3388735629559712,-0.79227656896401,-0.9046011847345937,-1.1609603538227664,-1.2018096594560457,-0.382426434678435,-0.8657074911871806,0.5794595928071604,1.1072676938116925,-1.026475009858099,-0.9619716975670491,-0.5248891953789631,3.2707146007051153,-0.863290153297004,1.5354542461605987,1.0351075537381444,-1.7944325821208218,-0.8759719464066347,1.0671805267603394
2.0476445053852066,-0.7468965163463197,-0.79227656896401,1.075123458180168,1.5366193774484453,1.4263403613553285,-0.21878811250466892,0.4755468286066247,-0.15249108918258947,-0.05207714040459872,0.5149696267665984,0.7004095190176203,-0.0962866738269075,0.3153489575696124,0.3132675573921441,-0.36719185907933183,-0.0005129970503641053,-0.21465496044127252,-0.20638935701041242,-0.9370485826195866
-0.4883660212356432,1.3388735629559712,-0.79227656896401,-0.2446929704296731,-0.06194638923079127,0.02326425462734403,0.2993999077122571,-0.5056865948214749,-0.2190320602725665,-0.007271542946964434,0.28109526810629953,0.02721381973953104,0.14480224454612373,-0.5675780367503087,-0.6076801714220452,0.6540023781963371,-0.060260336518931805,0.2919041682494527,-0.3344834175905592,1.0671805267603394
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,-1.3445399942712075,-1.0610499934053141,-1.0552196184546143,-0.382426434678435,1.0191077897862195,0.6543181852833854,0.2447599427522293,0.3927171211032604,0.41189707646986784,3.0378692650224983,0.44424340929514855,1.6439430512706057,-0.8294166191093715,-0.511684679170333,0.3033518321746668,0.6786241524524205,-0.9370485826195866
2.0476445053852066,-0.7468965163463197,1.2621855033623066,0.19524583910694063,0.23778469202156557,0.1489128611999993,-0.22560637592857585,0.5461391612273514,0.7874001274633394,0.45198583099378875,0.7328980064273316,0.7828416454598354,0.7073430540831966,0.9137874834381722,0.2644009432101668,1.0141077144988095,1.134686452852424,1.0245546594631567,-0.5149795938625844,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-1.5645093990395142,-0.661408551735505,-0.7201566675942,-0.382426434678435,-0.2656726639110045,-0.410337352156251,-0.18649393277750156,1.4610977140741712,0.5011985467822674,1.752061700366332,-0.4709071979561568,-0.7843517765415021,-0.17907713116012966,-0.5448776455417595,-0.08873065726391703,-0.5033346792643892,1.0671805267603394
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,-1.5645093990395142,-1.1609603538227664,-1.1808682250272695,-0.382426434678435,-0.8657074911871806,-1.1506056555322488,-1.6930821472904598,0.7435286590937088,1.3255198112044175,-0.5248891953789631,-0.7185686802002224,-0.863290153297004,-0.7917936735255309,-0.7373968504960334,-0.8414145603467458,-0.8759719464066347,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,0.4152152438752475,2.435812621205516,2.557177820509226,-0.382426434678435,-0.8657074911871806,-1.5831219676171013,0.9728509014387889,-1.010529030858533,-0.9413636659564953,-0.5248891953789631,-1.332658675206883,-0.863290153297004,-1.5388778786903625,-1.494196483764559,-0.31482201978689606,-0.8759719464066347,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,-0.79227656896401,1.075123458180168,0.8372468545262793,0.8504509145639915,-0.382426434678435,-0.47039042851111157,-1.0008884705798,-0.5617408114851902,-0.21854540721342994,-0.08956502605360685,-0.123074331423911,-0.2002288493325312,-0.5588135572400679,0.2240258572381607,-0.6311793581074686,-0.008597009787418076,-0.4334651916752182,1.0671805267603394
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,-0.9046011847345937,-1.1609603538227664,-1.2122803766704335,-0.382426434678435,-0.8657074911871806,1.9685023643104365,1.1072676938116925,-1.026475009858099,-0.9619716975670491,-0.5248891953789631,-1.332658675206883,-0.863290153297004,-2.603069768061849,-2.217803150661658,-1.5082409839904687,-0.8759719464066347,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,-0.02472356566136625,0.7373364941088271,0.7666851768488878,-0.2392429027763897,-0.0044810332143161115,-0.2772554099762969,-0.22009813087072785,0.12695080444382978,0.2401634797152532,0.6001924236951827,1.125542654130124,0.768102966316703,0.2992717484058415,0.364609633035328,0.17456561301600784,-0.5091571365634868,-0.9370485826195866
-0.4883660212356432,-0.7468965163463197,1.2621855033623066,-0.9046011847345937,1.3367986566135408,1.4368110785697166,-0.3551533809828073,-0.7245228259457274,0.7707648846908449,0.732020815104004,-0.8138619565305544,-0.7421526937211423,-0.31058793460293527,-1.1908747783087934,-0.6715826668907849,0.5895059000526105,0.4376341590524665,0.78415371703366,0.6902690670506157,-0.9370485826195866
2.0476445053852066,1.3388735629559712,-0.79227656896401,-0.2446929704296731,0.9371572149437316,0.9760995211366468,-0.382426434678435,-0.5268642946076929,-0.38538448799750974,-0.5169352140275558,-0.4683657448732947,-0.302514686029329,-0.25701261940892833,-0.06212765105517127,-0.46859826951949424,-0.501559521878762,-0.9166388689017368,-0.34344117959993126,-0.31701604569326647,1.0671805267603394
