Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Nicolas Nkoulou,Nicolas Nkoulou,CMR,DF,Watford,Premier League,32,1990,3,2,168,1.9,0,0,0,0,0,0,0,0,0,0,86.8,572.6,85.3,5.26,5.79,90.9,12.6,14.2,88.9,5.79,7.37,78.6,0,0.53,1.05,0,0,0.53,27.9,27.4,0.53,0.53,0,1.05,0,0,0,0,0,0,24.2,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0,2.63,1.05,1.58,0.53,1.05,5.26,0,37.9,5.79,20,17.9,1.05,0,37.4,22.1,66.3,24.7,0,0,0,0,0.53,21.1,0,0,0,0,0.53,0,0,0,0,0,6.84,0.53,0.53,50,Nicolas N'Koulou,184,2500000,Nicolas N'Koulou
Connor Noß,Connor Noss,IRL,MF,M'Gladbach,Bundesliga,21,2001,3,0,52,0.6,0,1.67,0,0,0,0,13.5,0,0,0,83.3,188.3,40,8.33,10,83.3,5,5,100,0,1.67,0,0,1.67,3.33,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.33,1.67,0,0,0,1.67,0,1.67,0,0,0,0,1.67,0,0,0,0,0,0,0,1.67,0,1.67,3.33,1.67,1.67,0,0,0,0,30,1.67,6.67,13.3,11.7,1.67,30,20,85,46.7,3.33,0,0,1.67,3.33,23.3,6.67,0,0,0,1.67,1.67,0,0,0,0,3.33,0,3.33,0,Conor Noß,181,700000,Conor Noss
Randy Ntekja,Randy Ntekja,FRA,FWMF,Rayo Vallecano,La Liga,24,1997,34,16,1462,16.2,0.19,1.85,0.49,26.7,0.1,0.38,12.7,0,0,0,68.1,254.9,54.6,10.4,13,80.1,5.06,7.84,64.6,1.11,2.35,47.4,0,0.99,1.23,0.49,0,1.54,25.4,24.3,1.05,0.12,0.06,0.19,0.74,0,0,0,0,0.25,17.3,0.25,1.36,1.98,1.42,0,0.12,0.12,0.31,0,0.31,0.06,0,0.06,0,0.19,0,1.3,0.99,0.31,0.68,0.31,0.43,0.99,43.8,0.56,1.98,0.06,1.91,0.86,2.16,0.68,0,40.7,0.8,3.46,19.6,20.2,4.69,39.6,24.1,88.3,50.2,2.96,0.86,0.56,3.77,2.47,28.6,5.99,0.12,0,0,2.78,1.73,0.19,0.12,0,0,5.31,4.2,5.43,43.6,Randy Nteka,189,4000000,Randy Nteka
Kasim Nuhu,Kasim Nuhu,GHA,DF,Hoffenheim,Bundesliga,26,1995,3,0,5,0.1,0,10,10,100,0,0,10,0,0,0,83.3,1290,840,10,10,100,20,30,66.7,20,20,100,0,0,20,0,0,20,60,60,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,10,10,0,90,10,30,50,20,10,90,30,480,380,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,30,30,0,100,Kasim Adams,190,1000000,Kasim Adams
Hans Nunoo Sarpei,Hans Nunoo Sarpei,GHA,DFMF,Greuther Fürth,Bundesliga,23,1998,8,7,643,7.1,0,0.42,0,0,0,0,16,0,0,0,82.8,824.4,224.8,10.1,11.3,90,19.3,20.8,92.6,7.32,11.7,62.7,0,0,1.83,0.14,0,1.69,44.9,43,1.97,1.83,0,1.13,0,0,0,0,0,0.14,37.2,0.28,0.42,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,2.54,1.55,1.41,1.13,0,1.55,2.11,73.3,0.56,1.55,0.7,0.85,2.11,4.65,4.51,0,56.2,7.89,34.2,23,1.41,0.42,54.4,32.1,158.3,88.9,1.55,0.28,0,0,0,33.7,0.28,0.28,0,0,0.99,2.54,0,0,0,0,8.73,1.83,1.83,50,Nunoo Sarpei,178,450000,Nunoo Sarpei
Simeon Nwankwo,Simeon Nwankwo,NGA,FW,Salernitana,Serie A,30,1992,19,10,842,9.4,0.11,2.13,0.64,30,0.05,0.17,10.3,0,0,0,73.7,215.6,27.3,9.04,11,82.5,3.4,4.79,71.1,1.49,1.91,77.8,0.11,0.64,0.74,0.43,0,0.74,19.8,18.9,0.85,0,0.11,0.32,0,0,0,0,0,0,14.6,0,1.17,1.81,1.17,0,0.11,0.32,0.21,0,0.21,0.11,0,0.11,0,0,0,0.64,0.43,0,0.53,0.11,0.32,0.96,33.3,0.64,0.85,0.43,0.43,0.43,1.06,0.74,0,32.4,1.17,3.3,15.1,15.2,4.89,31.6,21.5,58.7,23.7,1.28,0.53,0.21,3.4,2.45,24.6,6.6,0,0,0,1.38,1.28,0.96,0,0,0,3.3,2.23,5.21,30,Simy,198,1500000,Simy
Brain Oddei,Brain Oddei,ITA,FW,Sassuolo,Serie A,19,2002,2,0,8,0.1,0,10,0,0,0,0,10,0,0,0,100,470,0,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,40,10,70,80,650,430,10,0,0,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Brian Oddei,175,900000,Brian Oddei
Javier Ontiveros,Javier Ontiveros,ESP,MFFW,Osasuna,La Liga,24,1997,3,0,39,0.4,0,5,2.5,50,0,0,24.4,0,0,0,78.1,1097.5,300,35,45,77.8,20,25,80,7.5,10,75,0,0,12.5,2.5,2.5,2.5,80,77.5,2.5,2.5,0,5,5,0,0,0,0,0,62.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2.5,95,2.5,10,50,42.5,5,92.5,80,577.5,320,17.5,2.5,2.5,0,5,77.5,0,0,0,0,2.5,5,0,0,0,0,12.5,0,0,0,Javi Ontiveros,175,1250000,Javi Ontiveros
Levin Öztunalý,Levin Oztunaly,GER,MF,Union Berlin,Bundesliga,26,1996,18,5,572,6.4,0,1.09,0.31,28.6,0,0,20.1,0,0,0,71.4,348.9,99.5,10.5,12,87,6.09,7.97,76.5,2.66,5.47,48.6,0,1.25,1.25,0.78,0.63,1.72,28.4,27.8,0.63,0.31,0,0.94,1.25,0,0,0,0,0,20.3,0.31,1.25,2.19,1.72,0,0,0,0.47,0,0,0,0,0,0,0,0,2.34,1.41,0.94,0.78,0.63,0.78,2.03,38.5,1.25,1.25,0,1.25,1.09,3.44,2.34,0,42.7,2.66,9.53,20.2,16.6,2.97,42.2,26.4,126.9,67.7,2.97,1.25,0.47,2.66,2.34,26.9,5.47,0,0,0,2.66,1.56,0.47,0,0,0,7.03,1.41,2.97,32.1,Levin Öztunali,184,1500000,Levin Oztunali
Gavi Paez,Gavi Paez,ESP,MFFW,Barcelona,La Liga,17,2004,34,28,2316,25.7,0.08,1.21,0.31,25.8,0.06,0.25,14.5,0,0,0,87.8,676.1,133.2,25,26.6,94.1,13.9,15.8,88,3.46,4.79,72.4,0.19,0.7,4.51,1.09,0.16,2.92,49.4,48.6,0.78,0.27,0.47,1.13,1.32,0.08,0,0,0,0.39,43.4,0.19,1.48,2.02,1.67,0,0.19,0.04,0.08,0.04,0.51,0.39,0,0.08,0,0.04,0,1.67,1.21,0.47,0.78,0.43,0.51,1.36,37.1,0.86,1.83,0,1.83,1.32,3,0.66,0,63.6,0.7,6.23,36,26.6,3.81,63,51.5,258.9,125.5,7.08,2.26,0.58,2.02,2.18,48.7,4.86,0.43,0.04,0.04,2.68,3.23,0.47,0.04,0,0,7.39,1.32,1.52,46.6,Gavi,173,65000000,Gavi
Isaac Palazón Camacho,Isaac Palazon Camacho,ESP,FWMF,Rayo Vallecano,La Liga,27,1994,34,27,2288,25.4,0.08,2.32,0.51,22,0.03,0.15,21,0.24,0,0,72,482.3,133.1,12,14.5,82.7,9.17,11.6,79,3.74,7.28,51.4,0.16,1.26,2.95,0.71,0.16,3.15,35.2,32.6,2.64,0.91,0.12,1.97,1.18,1.57,0.43,0.71,0,0.16,25.4,0.2,1.22,2.95,1.93,0.39,0.16,0.12,0.28,0.08,0.31,0.2,0.04,0.08,0,0,0,1.77,1.18,0.71,0.94,0.12,0.59,2.28,25.9,1.69,1.77,0.16,1.61,0.91,2.68,0.87,0,51.2,1.26,6.61,24.3,23.6,2.36,48.8,34.5,164.5,68.7,3.74,1.34,0.24,2.68,2.32,35.1,5.87,0.28,0,0,1.54,3.07,0.2,0,0,0,7.32,2.4,2.99,44.5,Isi Palazón,169,4000000,Isi Palazon
Matondo-Merveille Papela,Matondo-Merveille Papela,GER,MF,Mainz 05,Bundesliga,21,2001,5,0,83,0.9,0,1.11,0,0,0,0,26,0,0,0,77.8,397.8,120,10,11.1,90,10,12.2,81.8,3.33,3.33,100,0,0,1.11,0,0,2.22,30,28.9,1.11,1.11,0,0,0,0,0,0,0,0,23.3,0,2.22,1.11,0,0,0,0,0,1.11,0,0,0,0,0,0,0,4.44,0,1.11,3.33,0,0,0,0,0,3.33,0,3.33,3.33,7.78,0,0,47.8,1.11,15.6,27.8,7.78,1.11,46.7,26.7,98.9,52.2,3.33,1.11,1.11,3.33,3.33,21.1,2.22,0,0,0,2.22,0,0,0,0,0,13.3,1.11,1.11,50,Merveille Papela,174,400000,Merveille Papela
Daniel Parejo,Daniel Parejo,ESP,MF,Villarreal,La Liga,33,1989,33,32,2704,30,0.07,0.53,0.17,31.3,0.06,0.2,23.4,0.1,0.03,0.03,84.1,1266,399.8,21.1,23,91.7,27.1,29.8,90.9,11,16.6,66.5,0.33,2.3,7.4,1.43,0.3,7.2,71.7,62.6,9.1,4.77,0.33,4.2,1.4,4.2,1.87,1.23,0.17,0.1,60.3,0.37,1.4,3.73,2.07,1.5,0.07,0,0.07,0.03,0.5,0.3,0.2,0,0,0,0,1.53,1.1,0.67,0.57,0.3,0.5,1.73,28.8,1.23,1.63,0.23,1.4,1.1,2.63,0.67,0.07,78.9,2.3,14.9,47.3,19.8,0.67,70.9,51.7,203.5,94.3,3.87,0.93,0.03,0.47,0.73,55.9,1.4,0.1,0,0,0.8,2.37,0,0,0,0,8.8,0.8,0.9,47.1,Dani Parejo,182,9000000,Dani Parejo
Paulinho,Paulinho,BRA,FWMF,Leverkusen,Bundesliga,21,2000,24,14,1218,13.5,0.3,1.93,1.11,57.7,0.15,0.27,13.2,0,0,0,80.8,433.8,96.2,16.1,18.7,86.5,9.93,12,82.7,1.63,2.81,57.9,0.07,1.63,1.19,0.67,0,2.22,36.3,35.1,1.19,0.22,0.07,0.52,0.67,0.81,0.44,0,0.07,0.07,29.3,0.22,1.11,4,2.52,0.3,0.37,0.37,0.37,0.07,0.52,0.37,0,0.07,0.07,0,0,1.78,1.19,0.59,0.96,0.22,0.44,1.48,30,1.04,1.48,0.07,1.41,1.19,2.96,0.52,0,50.7,1.04,6.37,24.6,25.4,5.56,49.6,40.2,240.1,147.5,7.04,3.04,1.26,2.07,2.37,39,8.07,0.07,0,0,0.74,1.48,0.22,0.07,0,0,5.19,0.81,1.04,44,Paulinho,177,11000000,Paulinho
Pedrosa,Pedrosa,ESP,DF,Espanyol,La Liga,24,1998,31,31,2720,30.2,0.03,0.83,0.23,28,0.04,0.14,23.2,0,0,0,75.5,555.8,209.3,14.7,16.6,88.6,13.8,17.3,80.1,2.68,6.13,43.8,0.03,0.73,1.69,0.56,0.33,1.92,42.4,34.2,8.18,0.89,0.03,0.83,2.52,0.17,0.07,0.03,0,7.12,32,0.03,1.72,1.42,0.96,0.03,0.13,0.07,0.17,0.07,0.07,0.07,0,0,0,0,0,1.95,1.16,1.16,0.63,0.17,0.66,1.39,47.6,0.73,1.72,0.36,1.36,1.79,3.74,2.88,0,55.8,4.64,19.3,24.4,16.9,1.89,47.9,33.9,203.3,123.8,4.93,1.92,0.56,1.79,1.32,31.1,2.32,0.26,0,0,0.66,1.75,0,0,0,0,7.28,0.63,0.99,38.8,Adrià Pedrosa,172,8000000,Adria Pedrosa
Luan Peres Petroni,Luan Peres Petroni,BRA,DF,Marseille,Ligue 1,27,1994,34,29,2679,29.8,0,0.1,0,0,0,0,25.2,0,0,0,88.9,1078,301.2,24.6,26.5,93,26,28.4,91.4,6.85,9.36,73.1,0.07,0.57,4.53,0.27,0.17,2.75,65.5,58.5,6.98,1.51,0,1.71,0.81,0,0,0,0,5.4,58.2,0.1,0.5,1.14,0.91,0.07,0,0,0.03,0.13,0.13,0.07,0.03,0,0,0,0.03,2.42,0.91,1.34,0.77,0.3,0.81,1.54,52.2,0.74,2.15,0.47,1.68,1.91,4.33,2.21,0.03,75.4,4.09,25,44.1,12,0.54,68.7,50.5,260.3,147.7,5.6,1.91,0.1,0.67,0.37,51.6,0.64,0.2,0,0,0.77,0.84,0,0,0.03,0.03,7.35,1.44,0.6,70.5,Luan Peres,190,6500000,Luan Peres
Jaden Philogene Bidace,Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,20,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,20,0,30,10,0,0,0,0,0,0,10,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,Jaden Philogene,181,3000000,Jaden Philogene
Tomás Pina Isla,Tomas Pina Isla,ESP,MF,Alavés,La Liga,34,1987,29,16,1444,16,0,0.31,0.06,20,0,0,22,0,0,0,79.9,493.9,133.3,14.4,16.9,85.2,12.4,14.8,83.5,1.94,3.38,57.4,0,0.13,2.63,0.13,0.06,2.44,36.7,36.2,0.5,0.31,0.13,0.5,0.19,0.06,0.06,0,0,0.13,29.3,0.19,1,0.63,0.44,0,0,0,0.19,0,0,0,0,0,0,0,0,2.19,1.56,0.81,1.13,0.25,0.44,1.56,28,1.13,1.38,0.19,1.19,1.44,3.63,1.63,0,45.3,2.56,10.9,28.2,7.69,0.69,44.8,22.8,93.9,29.3,1.5,0.44,0,0.31,0.56,24.2,0.81,0.25,0,0,3,1.88,0,0,0,0,11.3,2.13,1.75,54.8,Tomás Pina,185,800000,Tomas Pina
Yeremi Pino,Yeremi Pino,ESP,MFFW,Villarreal,La Liga,19,2002,31,21,1678,18.6,0.32,1.4,0.81,57.7,0.23,0.4,11.4,0,0,0,79.7,344.4,79.9,13.4,16.1,83.3,7.85,9.25,84.9,1.02,1.56,65.5,0.22,1.18,0.48,1.61,0.43,2.53,29.1,28.7,0.43,0.11,0.11,0.22,1.13,0.05,0,0,0,0.16,23.2,0.05,1.45,2.47,1.77,0,0.38,0.05,0.27,0,0.54,0.27,0,0.22,0.05,0,0,1.67,0.7,0.65,0.54,0.48,0.54,1.56,34.5,1.02,2.37,0.27,2.1,1.02,2.69,0.48,0.05,43.3,0.97,5.91,16.1,24.5,5.7,43,31.6,163.7,89.5,5.22,1.02,1.13,2.58,1.56,31.4,6.72,0.11,0,0,1.67,1.88,0.54,0,0,0,5.05,1.08,1.56,40.8,Yéremy Pino,172,40000000,Yeremy Pino
Alejandro Primo,Alejandro Primo,ESP,GK,Levante,La Liga,17,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,80.8,501,283,8,8,100,6,6,100,6,11,54.5,0,0,1,0,0,0,26,16,10,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,27,0,0,0,17,14,31,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Álex Primo,187,100000,Alex Primo
Pubill,Pubill,ESP,DF,Levante,La Liga,18,2003,11,5,512,5.7,0,1.05,0.18,16.7,0,0,11.6,0,0,0,78.8,666.7,181.8,18.1,20.4,88.8,14.9,18.1,82.5,4.39,7.54,58.1,0.18,1.05,1.58,1.05,0.53,2.63,48.1,37.9,10.2,0.7,0,0.7,2.11,0.18,0,0,0,9.3,37.9,0.18,2.11,2.81,2.11,0.35,0,0.35,0,0,0.53,0.18,0.18,0,0.18,0,0,2.63,2.11,2.11,0.53,0,0.7,1.23,57.1,0.53,1.93,0.35,1.58,1.23,3.86,1.4,0.18,59.8,1.93,16.1,24.4,23,2.46,50.2,36.8,148.6,80,4.21,1.4,0.35,3.16,0.53,34.9,1.75,0.18,0,0,1.93,1.58,0,0,0,0,6.49,1.05,0.7,60,Marc Pubill,190,800000,Marc Pubill
Elba Rashani,Elba Rashani,KVX,FWMF,Clermont Foot,Ligue 1,29,1993,29,22,1759,19.5,0.41,1.54,0.62,40,0.27,0.67,13.5,0,0,0,77.1,324.9,77.8,13.8,15.8,87.7,7.03,9.18,76.5,1.03,1.95,52.6,0.15,0.72,1.28,0.56,0.31,1.59,29.3,28.8,0.51,0,0.1,0.51,1.49,0.21,0,0.1,0,0.26,22.6,0.05,1.49,1.59,1.33,0,0.1,0,0.1,0.05,0.21,0.21,0,0,0,0,0,2,1.44,0.72,1.08,0.21,0.87,2.77,31.5,1.9,2,0.21,1.79,1.33,3.33,0.82,0,42.8,1.74,8.1,20.3,17,3.49,42.4,29.6,142.9,76,4.56,1.03,0.46,2.31,2.41,28.8,5.54,0.15,0,0,2.05,1.54,0.26,0,0,0,6.67,1.23,2.31,34.8,Elbasan Rashani,181,2500000,Elbasan Rashani
Raúl,Raul,ESP,FW,Betis,La Liga,21,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Raúl García,184,2500000,Raul Garcia
Gio Reyna,Gio Reyna,USA,MF,Dortmund,Bundesliga,19,2002,10,6,439,4.9,0.41,2.24,1.22,54.5,0.18,0.33,15.3,0.2,0,0,78.2,615.3,145.7,23.5,27.3,85.8,13.5,15.7,85.7,2.65,5.51,48.1,0.2,2.86,1.84,1.22,0.41,1.84,53.5,47.8,5.71,2.65,0.2,1.22,1.22,2.65,1.63,0.61,0,0.2,41.8,0,2.86,3.47,2.04,1.22,0.2,0,0,0,0.2,0,0.2,0,0,0,0,1.84,0.82,0.61,1.22,0,0.61,1.84,33.3,1.22,1.22,0,1.22,0.2,2.04,0.61,0,68.4,1.02,10.8,31.4,31.2,5.31,63.1,45.3,206.1,102.4,4.9,1.63,1.22,2.04,2.24,49.2,8.98,0,0,0,1.43,2.24,0.2,0,0,0,8.37,0.82,1.63,33.3,Giovanni Reyna,185,35000000,Giovanni Reyna
Nico Ribaudo,Nico Ribaudo,ESP,MFFW,Espanyol,La Liga,21,2001,31,7,1116,12.4,0.16,1.61,0.32,20,0.1,0.5,21,0,0,0,84.6,505.4,108.8,16.4,18.4,89,9.6,11.2,85.6,3.15,4.19,75,0,1.05,2.26,1.13,0.08,3.06,35,33.7,1.29,0.24,0.08,1.21,0.48,0.81,0.65,0,0,0.16,29.6,0.08,0.89,2.5,1.77,0.16,0.16,0.08,0.24,0.08,0,0,0,0,0,0,0,1.61,1.21,0.89,0.65,0.08,0.56,2.1,26.9,1.53,0.81,0.16,0.65,0.73,2.34,0.56,0,47.3,0.65,7.02,27.3,18.5,2.82,46.1,37.3,228.7,125.6,6.69,2.34,1.13,1.45,1.94,35.8,4.35,0.4,0.08,0.08,2.34,2.9,0.24,0,0,0,5.65,1.05,3.39,23.6,Nico Melamed,173,7500000,Nico Melamed
Rober,Rober,ESP,DF,Levante,La Liga,27,1995,27,21,2010,22.3,0.04,0.36,0.04,12.5,0.13,1,7,0,0,0,81.2,786.7,332.2,12.9,13.9,92.6,18,20.1,89.7,6.73,11.8,56.8,0,0.22,2.51,0.13,0.04,3.09,46.7,45,1.7,1.48,0,1.17,0.18,0,0,0,0,0.13,37.9,0.09,0.72,0.76,0.72,0,0,0.04,0,0,0.13,0.09,0,0,0.04,0,0,2.02,1.26,1.39,0.49,0.13,1.08,1.61,66.7,0.54,1.57,0.76,0.81,2.51,4.53,4.39,0.04,56.9,8.65,33.6,23.5,3.5,0.58,55.2,33.6,191.1,105.2,2.56,0.85,0,0.31,0.18,33.7,0.13,0.22,0.04,0.04,1.7,0.58,0,0,0.04,0,9.69,1.39,1.61,46.3,Rober Pier,182,1500000,Rober Pier
Stian Rode Gregersen,Stian Rode Gregersen,NOR,DF,Bordeaux,Ligue 1,27,1995,24,22,1953,21.7,0.05,0.28,0.09,33.3,0.17,0.5,8.1,0,0,0,85.3,723.3,264.5,11.8,12.9,91.4,18.9,21.2,89.3,4.88,7.14,68.4,0.05,0.14,1.94,0.23,0.09,1.75,42.5,41.4,1.11,0.65,0,0.92,0.23,0,0,0,0,0.46,36.3,0.09,0.65,0.32,0.23,0,0,0,0.05,0.05,0.09,0.09,0,0,0,0,0,2.3,1.47,1.29,0.83,0.18,0.65,1.29,50,0.65,1.89,0.97,0.92,2.67,4.98,4.52,0.05,54.1,8.89,32.9,21.5,3.04,0.6,53.2,31.8,171.1,94.2,2.03,0.74,0.09,0.18,0.28,33.1,0.28,0.32,0,0,1.06,1.06,0.05,0,0.09,0,7.37,2.17,1.38,61,Stian Gregersen,191,1500000,Stian Gregersen
Óscar Rodríguez Arnaiz,Oscar Rodriguez Arnaiz,ESP,FWMF,Sevilla,La Liga,23,1998,11,4,417,4.6,0,3.04,0.22,7.1,0,0,23.9,0.22,0,0,79,692.8,155.2,18,19.6,92.2,12.4,16.1,77,5.22,8.26,63.2,0,1.52,2.83,1.09,0.43,3.26,45.7,42,3.7,0.87,0.22,3.04,1.52,2.61,0.22,1.74,0,0.22,36.1,0,1.3,3.48,2.17,0.65,0,0,0.22,0.43,0.22,0,0,0,0,0.22,0,2.17,1.96,0.43,0.87,0.87,0.43,0.87,50,0.43,1.09,0,1.09,1.96,4.13,1.09,0,59.6,2.17,10.7,28.9,24.8,3.26,56.1,43.3,198,87.8,5,1.96,0.43,2.61,1.3,44.1,5.87,0.22,0,0,1.3,1.3,0.22,0,0,0,4.78,0.65,1.3,33.3,Óscar Rodríguez,174,9000000,Oscar Rodriguez
Óscar Rodríguez Arnaiz,Oscar Rodriguez Arnaiz,ESP,MFFW,Getafe,La Liga,23,1998,18,9,943,10.5,0,2.38,0.76,32,0,0,25.5,0.86,0,0,75.7,573.1,167.5,14.6,17.6,82.7,10.7,12.7,84.2,4.86,8.76,55.4,0.1,1.24,2.67,0.67,0.1,2.1,40.4,36.8,3.62,2,0.19,2.57,1.81,1.33,0.76,0.48,0,0.29,30.6,0.1,1.24,2.38,0.95,0.95,0,0.19,0.29,0,0.29,0.29,0,0,0,0,0,1.62,1.14,0.57,1.05,0,0.48,0.95,50,0.48,1.14,0.1,1.05,2.19,3.81,0.57,0,51.7,1.33,9.05,30.4,17.2,1.14,47.4,33.4,181.6,85,3.05,2.1,0.38,2,0.95,33.8,2.48,0.19,0,0,0.95,1.24,0.1,0,0,0,7.24,1.05,1.24,45.8,Óscar Rodríguez,174,9000000,Oscar Rodriguez
Leonardo Román,Leonardo Roman,ESP,GK,Mallorca,La Liga,21,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,71,730,412,5,5,100,9.5,9.5,100,10,20,50,0,0,0.5,0,0,0,34.5,23,11.5,3.5,0,1.5,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,34.5,38,0.5,0,0,27,14,70,30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,Leo Román,189,300000,Leo Roman
Jon Rowe,Jon Rowe,ENG,FWMF,Norwich City,Premier League,19,2003,13,0,223,2.5,0,1.2,0.8,66.7,0,0,15.6,0,0,0,70.4,252,84,13.2,15.6,84.6,4,6,66.7,1.2,3.2,37.5,0.4,1.6,0.8,0.8,0,1.6,28.4,27.2,1.2,0.4,0,0.8,2,0.8,0.4,0,0.4,0,20,0.4,1.6,2.4,2,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0,2.8,1.2,1.2,1.2,0.4,0.4,0.4,100,0,2.8,0,2.8,1.6,4.4,0,0,46.4,0.8,8.8,21.6,20.8,4.4,45.2,35.6,194.8,108.8,5.2,2,0.4,0.8,4,30.4,5.2,0,0,0,2.4,3.2,0.4,0,0,0,6,0.8,4.4,15.4,Jonathan Rowe,173,800000,Jonathan Rowe
Ruan,Ruan,BRA,DF,Sassuolo,Serie A,22,1999,10,0,214,2.4,0,0,0,0,0,0,0,0,0,0,76.2,531.3,280.4,16.3,19.2,84.8,15.4,20,77.1,1.25,4.17,30,0,0.42,2.92,0,0,1.67,43.8,36.3,7.5,0.83,0,0,0,0,0,0,0,6.67,33.3,0,0,2.08,1.67,0,0.42,0,0,0,0,0,0,0,0,0,0,2.08,1.25,1.67,0.42,0,0.83,0.83,100,0,3.33,2.08,1.25,3.75,5.83,7.92,0.42,61.7,13.8,34.2,22.5,6.25,0.42,54.6,35,171.3,92.5,2.92,0.83,0,0.42,0.83,25.8,0.42,0.42,0,0,1.67,4.17,0,0,0.42,0,9.58,2.08,3.33,38.5,Ruan Tressoldi,187,5000000,Ruan Tressoldi
Fabián Ruiz Peña,Fabian Ruiz Pena,ESP,MF,Napoli,Serie A,26,1996,32,29,2384,26.5,0.26,1.51,0.49,32.5,0.18,0.54,22.3,0,0,0,89.6,1373.9,309.2,34,36.8,92.4,28.3,30.9,91.8,10.5,12.6,83.2,0.15,1.36,6.91,1.36,0.15,5.55,83,81.1,1.89,1.74,0.11,3.4,0.57,0,0,0,0,0.04,74.4,0.19,1.17,3.02,2.79,0,0,0.08,0.08,0.08,0.38,0.34,0,0,0,0,0.04,2.08,1.55,0.79,1.06,0.23,1.06,2.6,40.6,1.55,1.47,0.08,1.4,1.62,3.7,1.09,0,92.2,2.94,20.4,55.3,22.8,1.55,90.3,63.8,289.1,155.2,5.96,2.3,0.42,0.79,0.64,74.3,3.32,0.08,0,0,0.79,0.91,0.04,0,0,0,8.72,0.53,0.64,45.2,Fabián Ruiz,189,50000000,Fabian Ruiz
