Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Burak Ýnce,Burak Ynce,TUR,FW,Arminia,Bundesliga,18.0,2004,5,1,139,1.5,0.0,2.67,1.33,50.0,0.0,0.0,19.5,0.0,0.0,0.0,90.0,272.0,57.3,10.7,10.7,100.0,6.67,7.33,90.9,0.67,2.0,33.3,0.0,0.67,0.67,0.0,0.0,0.0,20.0,16.7,3.33,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.33,18.0,0.0,0.67,2.67,2.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.67,1.33,0.0,30.7,2.0,3.33,10.7,19.3,2.67,27.3,21.3,107.3,36.7,2.67,0.67,0.0,2.67,2.0,20.0,6.67,0.0,0.0,0.0,1.33,2.67,0.67,0.0,0.0,0.0,4.67,1.33,2.67,33.3,,,,
Gian-Luca Itter,Gian-Luca Itter,GER,DF,Greuther Fürth,Bundesliga,23.0,1999,24,16,1455,16.2,0.0,0.31,0.06,20.0,0.0,0.0,20.1,0.0,0.0,0.0,73.6,727.3,305.6,13.3,15.5,85.7,18.7,23.2,80.6,4.75,10.4,45.6,0.06,0.62,2.53,0.68,0.43,3.58,50.1,40.4,9.75,1.36,0.0,1.17,2.22,0.99,0.86,0.12,0.0,7.41,36.9,0.31,1.11,1.17,0.74,0.31,0.12,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,3.09,1.36,1.98,0.93,0.19,0.99,2.22,44.4,1.23,2.47,0.62,1.85,2.16,5.25,2.53,0.12,61.4,4.69,24.2,26.6,13.5,0.43,51.8,30.9,154.6,99.2,3.46,1.3,0.19,0.43,0.8,32.9,1.11,0.19,0.0,0.0,1.11,0.37,0.0,0.0,0.0,0.0,7.47,1.11,1.6,40.9,,,,
Lee Jae-sung,Lee Jae-sung,KOR,MFFW,Mainz 05,Bundesliga,29.0,1992,27,19,1436,16.0,0.25,1.63,0.63,38.5,0.15,0.4,15.9,0.0,0.0,0.0,74.0,470.6,133.9,16.8,20.4,82.3,9.44,12.3,76.6,2.75,5.0,55.0,0.19,1.38,2.13,1.38,0.31,3.44,40.9,39.8,1.06,0.31,0.06,0.88,0.94,0.25,0.25,0.0,0.0,0.38,30.3,0.31,1.38,3.13,2.69,0.06,0.06,0.25,0.06,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,2.5,1.31,0.56,1.25,0.69,0.81,2.0,40.6,1.19,1.88,0.13,1.75,1.56,4.06,0.81,0.0,55.1,1.38,8.38,29.1,20.6,2.94,54.2,32.1,137.1,66.4,3.0,1.56,0.31,2.69,2.06,35.7,6.63,0.19,0.0,0.0,1.44,0.88,0.13,0.0,0.0,0.0,9.94,2.5,2.81,47.1,,,,
Abdel Jalil Medioub,Abdel Jalil Medioub,ALG,DF,Bordeaux,Ligue 1,24.0,1997,10,6,622,6.9,0.0,0.43,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,81.7,722.8,247.1,9.71,11.4,84.8,17.7,19.4,91.0,5.94,9.71,61.2,0.0,0.0,1.16,0.0,0.0,1.59,41.2,40.3,0.87,0.72,0.14,1.16,0.0,0.0,0.0,0.0,0.0,0.14,33.6,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.16,1.01,1.16,0.0,0.72,1.01,71.4,0.29,1.45,0.72,0.72,2.46,4.64,4.49,0.0,52.2,7.83,36.1,17.5,0.72,0.43,51.4,30.1,111.4,69.1,1.3,0.14,0.0,0.58,0.14,31.7,0.0,0.0,0.0,0.0,0.58,0.14,0.0,0.0,0.0,0.0,8.12,1.74,0.58,75.0,,,,
Luis Javier Suárez,Luis Javier Suarez,COL,FW,Granada,La Liga,24.0,1997,36,33,2782,30.9,0.26,2.78,0.87,31.4,0.09,0.3,16.7,0.03,0.0,0.03,66.2,239.9,46.8,7.67,10.1,76.2,5.21,7.67,67.9,1.26,2.82,44.8,0.13,0.84,0.84,0.78,0.29,1.46,21.9,20.8,1.1,0.03,0.03,0.84,1.62,0.0,0.0,0.0,0.0,0.19,14.5,0.06,1.04,2.07,1.39,0.0,0.23,0.19,0.16,0.1,0.23,0.16,0.0,0.0,0.0,0.03,0.03,0.84,0.58,0.16,0.32,0.36,0.19,0.78,25.0,0.58,0.97,0.1,0.87,0.45,1.29,0.71,0.0,34.9,0.91,2.94,16.7,18.0,4.11,33.8,23.7,129.4,76.2,4.4,1.2,0.94,3.46,1.49,25.8,6.96,0.19,0.0,0.0,1.46,1.29,0.16,0.0,0.0,0.0,4.14,2.01,4.6,30.4,,,,
Jofre,Jofre,ESP,MFDF,Espanyol,La Liga,20.0,2001,3,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,655.0,260.0,15.0,15.0,100.0,5.0,10.0,50.0,10.0,15.0,66.7,5.0,10.0,0.0,10.0,10.0,0.0,40.0,40.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,20.0,55.0,15.0,65.0,50.0,585.0,410.0,30.0,10.0,5.0,5.0,0.0,55.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,100.0,,,,
Miguel Juan Llambrich,Miguel Juan Llambrich,ESP,DF,Espanyol,La Liga,26.0,1996,2,1,70,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,648.8,167.5,25.0,31.3,80.0,20.0,26.3,76.2,0.0,2.5,0.0,0.0,0.0,1.25,0.0,0.0,1.25,61.3,50.0,11.3,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,10.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,2.5,2.5,1.25,0.0,1.25,1.25,100.0,0.0,3.75,0.0,3.75,2.5,6.25,1.25,0.0,75.0,5.0,33.8,31.3,15.0,0.0,65.0,43.8,193.8,86.3,6.25,5.0,0.0,1.25,0.0,43.8,2.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,8.75,0.0,3.75,0.0,,,,
Flavio Junior Bianchi,Flavio Junior Bianchi,ITA,FWMF,Genoa,Serie A,22.0,2000,7,4,314,3.5,0.29,3.14,0.86,27.3,0.09,0.33,18.9,0.0,0.0,0.0,83.3,242.6,32.9,12.3,14.6,84.3,4.86,6.29,77.3,0.57,0.57,100.0,0.0,0.86,0.29,0.29,0.0,1.14,22.3,21.7,0.57,0.0,0.0,0.29,0.29,0.29,0.0,0.29,0.0,0.0,18.6,0.29,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.86,0.29,0.57,0.29,0.0,0.57,0.0,0.57,0.29,0.0,0.29,0.86,2.0,0.0,0.0,36.6,0.0,3.43,23.1,12.6,3.43,36.0,22.6,98.0,32.3,2.29,0.86,0.57,2.57,3.14,25.4,6.57,0.0,0.0,0.0,1.71,1.43,0.0,0.0,0.0,0.0,5.43,0.57,2.0,22.2,,,,
Jutglà,Jutgla,ESP,FW,Barcelona,La Liga,23.0,1999,6,4,301,3.3,0.3,3.03,1.21,40.0,0.1,0.25,16.6,0.0,0.0,0.0,81.0,446.1,57.9,18.5,20.3,91.0,7.27,9.39,77.4,3.03,3.64,83.3,0.0,0.91,1.21,1.52,0.61,1.52,36.7,34.2,2.42,0.3,0.0,0.3,1.21,0.0,0.0,0.0,0.0,0.61,29.7,0.3,2.12,2.73,1.52,0.0,0.61,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.91,0.61,0.0,0.3,0.61,0.3,0.91,33.3,0.61,0.91,0.3,0.61,0.61,1.52,0.3,0.0,47.3,0.0,3.03,21.2,25.2,4.85,45.2,31.8,164.2,74.8,4.24,0.61,2.12,1.82,1.52,39.4,8.79,0.3,0.0,0.0,1.52,2.73,0.3,0.0,0.0,0.0,3.03,1.21,0.91,57.1,,,,
Felix Kalu Nmecha,Felix Kalu Nmecha,GER,MFFW,Wolfsburg,Bundesliga,21.0,2000,16,1,323,3.6,0.0,2.5,1.39,55.6,0.0,0.0,19.9,0.0,0.0,0.0,73.6,463.9,113.3,15.3,18.3,83.3,10.6,13.9,76.0,2.22,3.89,57.1,0.0,0.28,2.22,1.39,0.0,3.33,38.9,37.5,1.39,0.28,0.0,0.56,0.83,0.0,0.0,0.0,0.0,0.83,28.6,0.28,1.67,2.5,1.11,0.0,0.0,0.56,0.83,0.0,0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.56,0.56,0.28,0.28,0.0,0.28,0.83,33.3,0.56,0.28,0.0,0.28,2.22,2.78,1.67,0.0,55.6,1.39,7.78,31.7,21.1,2.78,54.2,38.9,207.5,133.9,6.67,2.5,0.83,2.5,1.94,42.5,5.56,0.56,0.0,0.0,1.94,3.61,0.0,0.0,0.0,0.0,5.28,3.33,2.78,54.5,,,,
Lee Kangin,Lee Kangin,KOR,MFFW,Mallorca,La Liga,21.0,2001,30,15,1411,15.7,0.06,2.23,0.83,37.1,0.03,0.08,24.7,0.45,0.0,0.0,72.1,431.7,117.6,15.7,17.5,89.8,7.13,9.62,74.2,2.8,7.64,36.7,0.13,1.46,1.72,0.83,0.13,2.55,37.5,31.3,6.11,2.04,0.06,2.36,1.59,3.25,1.15,1.15,0.13,0.19,27.0,0.51,1.4,3.06,1.78,0.7,0.25,0.13,0.19,0.0,0.19,0.06,0.06,0.06,0.0,0.0,0.0,0.76,0.45,0.25,0.38,0.13,0.38,1.66,23.1,1.27,0.96,0.06,0.89,0.83,1.59,0.38,0.0,51.0,0.64,6.24,25.8,22.0,1.78,45.0,37.3,158.2,69.4,3.76,1.15,0.32,2.23,2.74,34.9,3.18,0.25,0.06,0.06,1.72,2.68,0.06,0.0,0.0,0.06,5.86,0.83,2.87,22.4,,,,
Silas Katompa,Silas Katompa,COD,MFFW,Stuttgart,Bundesliga,23.0,1998,9,3,277,3.1,0.0,0.65,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,63.5,208.4,32.9,7.74,10.3,75.0,3.55,5.48,64.7,1.29,3.23,40.0,0.0,0.0,0.32,0.32,0.32,0.65,20.3,19.7,0.65,0.0,0.0,0.97,1.94,0.0,0.0,0.0,0.0,0.65,12.9,0.0,1.29,0.65,0.32,0.0,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.32,0.0,1.29,0.65,1.29,0.0,0.0,0.65,1.94,33.3,1.29,1.61,0.0,1.61,0.97,2.26,0.0,0.32,41.3,0.97,9.03,18.4,17.7,2.58,40.6,32.9,118.4,56.8,3.23,0.65,0.32,4.52,5.16,26.5,6.45,0.0,0.0,0.0,1.29,2.58,0.97,0.0,0.0,0.0,8.06,0.32,0.97,25.0,,,,
Marc-Oliver Kempf,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27.0,1995,12,12,1051,11.7,0.0,0.68,0.09,12.5,0.0,0.0,9.2,0.0,0.0,0.0,72.5,551.7,224.7,10.8,12.5,86.3,11.5,13.8,82.7,4.36,9.49,45.9,0.09,0.34,2.74,0.26,0.0,2.74,37.3,34.5,2.74,2.74,0.09,1.54,0.34,0.0,0.0,0.0,0.0,0.0,27.0,0.17,0.68,0.94,0.77,0.09,0.0,0.09,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.54,1.28,1.28,0.09,0.17,0.51,1.2,42.9,0.68,1.79,0.6,1.2,3.16,4.7,4.1,0.09,48.3,6.58,26.4,22.1,2.91,1.28,45.8,24.7,137.8,64.7,1.28,0.26,0.0,0.34,0.34,24.1,0.17,0.09,0.09,0.0,1.2,1.11,0.0,0.0,0.09,0.0,9.66,3.93,2.14,64.8,,,,
Marc-Oliver Kempf,Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,27.0,1995,12,10,840,9.3,0.32,1.4,0.65,46.2,0.23,0.5,12.7,0.0,0.0,0.0,82.7,1035.5,396.5,17.5,19.4,90.6,25.6,28.9,88.5,7.85,12.5,62.9,0.0,0.54,5.05,0.32,0.0,4.19,62.2,59.2,2.9,2.15,0.11,1.61,0.22,0.0,0.0,0.0,0.0,0.65,51.4,0.11,0.97,1.4,1.29,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,1.51,1.4,0.86,0.22,1.08,2.15,50.0,1.08,2.37,1.61,0.75,1.94,4.41,4.41,0.11,75.2,9.89,30.0,41.2,7.53,1.83,72.3,44.4,224.7,125.4,3.98,1.29,0.11,0.86,0.32,46.3,0.43,0.22,0.0,0.0,1.51,0.86,0.0,0.0,0.11,0.0,13.1,4.09,2.26,64.4,,,,
Dimitrios Keramitsis,Dimitrios Keramitsis,GRE,DF,Roma,Serie A,17.0,2004,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Kike,Kike,ESP,FW,Osasuna,La Liga,32.0,1989,33,18,1862,20.7,0.24,2.46,0.92,37.3,0.08,0.21,14.9,0.0,0.05,0.05,67.9,267.5,51.7,9.9,13.3,74.5,4.64,6.96,66.7,1.59,2.8,56.9,0.05,0.97,1.45,0.82,0.19,1.64,25.0,24.3,0.72,0.0,0.0,0.63,1.06,0.0,0.0,0.0,0.0,0.0,17.0,0.1,1.06,2.37,1.74,0.0,0.1,0.24,0.19,0.1,0.19,0.14,0.0,0.0,0.05,0.0,0.0,0.82,0.58,0.24,0.19,0.39,0.19,0.97,20.0,0.77,0.68,0.14,0.53,0.48,1.3,0.63,0.0,38.6,0.63,3.0,18.9,19.4,5.85,37.9,24.8,120.6,41.8,2.51,0.87,0.63,3.38,2.51,29.3,7.63,0.1,0.0,0.0,1.21,1.93,0.43,0.05,0.0,0.0,4.59,3.96,6.28,38.7,,,,
Philippe Koffi,Philippe Koffi,FRA,FW,Reims,Ligue 1,20.0,2002,10,3,375,4.2,0.24,2.14,0.48,22.2,0.11,0.5,14.3,0.0,0.0,0.0,63.8,165.2,19.5,7.62,10.0,76.2,2.14,4.52,47.4,0.95,1.67,57.1,0.0,0.95,0.24,0.48,0.0,0.48,19.0,17.9,1.19,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,12.1,0.0,1.43,3.1,1.67,0.0,0.24,0.48,0.71,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,1.19,0.48,0.0,1.19,0.0,0.0,0.71,0.0,0.71,0.95,0.24,0.71,0.71,1.9,0.71,0.0,35.0,0.95,2.86,15.7,18.6,5.48,33.8,24.0,105.2,59.8,2.86,0.71,0.95,4.29,1.67,24.8,9.05,0.24,0.0,0.0,1.9,3.57,1.67,0.0,0.0,0.0,4.05,1.9,3.1,38.1,,,,
Kouadio Koné,Kouadio Kone,FRA,MF,M'Gladbach,Bundesliga,21.0,2001,27,26,2183,24.3,0.08,1.19,0.41,34.5,0.07,0.2,21.8,0.04,0.0,0.0,88.0,726.7,236.3,20.9,22.7,92.0,17.8,19.6,90.8,3.5,4.86,72.0,0.0,0.45,3.54,0.45,0.08,4.53,49.0,47.4,1.52,1.44,0.04,0.82,0.08,0.0,0.0,0.0,0.0,0.04,43.1,0.0,0.82,1.6,1.28,0.0,0.12,0.0,0.12,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.0,2.8,1.85,1.15,1.48,0.16,0.82,1.73,47.6,0.91,1.48,0.29,1.19,2.76,5.56,0.86,0.0,64.8,1.89,16.8,41.2,11.1,1.19,63.8,47.2,218.0,128.2,4.69,0.91,0.37,1.85,2.76,44.0,1.6,0.41,0.0,0.0,1.69,2.92,0.04,0.04,0.0,0.0,10.0,1.23,0.99,55.6,,,,
Laurent Koscielny,Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,36.0,1985,11,11,933,10.4,0.0,0.1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,91.2,1169.6,379.4,8.85,9.52,92.9,25.8,26.8,96.1,12.9,15.6,82.7,0.1,0.19,2.4,0.0,0.0,2.88,52.3,51.0,1.35,1.35,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,47.7,0.1,0.38,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.35,0.77,0.58,0.67,0.1,0.58,1.25,46.2,0.67,2.31,1.35,0.96,2.69,4.04,4.04,0.1,61.6,9.42,37.5,27.9,0.77,0.29,60.3,41.8,246.8,118.7,1.92,0.1,0.0,0.0,0.19,41.9,0.1,0.19,0.0,0.0,1.15,0.77,0.0,0.0,0.1,0.0,7.88,1.63,0.67,70.8,,,,
Odilon Kossonou,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21.0,2001,27,20,1793,19.9,0.0,0.2,0.05,25.0,0.0,0.0,13.6,0.0,0.0,0.0,84.3,1050.5,352.6,15.2,16.5,91.8,24.4,26.8,90.8,9.25,13.4,68.9,0.05,0.2,2.31,0.2,0.05,2.16,58.3,53.1,5.18,0.95,0.1,1.61,0.25,0.0,0.0,0.0,0.0,4.22,49.1,0.15,0.95,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.66,1.11,1.01,0.55,0.1,0.7,1.21,58.3,0.5,2.71,0.85,1.86,2.11,3.77,3.17,0.0,68.4,7.54,36.5,32.3,4.67,0.45,63.4,43.8,236.1,121.1,2.16,0.45,0.0,0.45,0.7,43.7,0.1,0.15,0.0,0.0,0.95,0.5,0.0,0.0,0.05,0.0,8.54,1.71,1.51,53.1,,,,
Nianzou Kouassi,Nianzou Kouassi,FRA,DF,Bayern Munich,Bundesliga,19.0,2002,17,6,582,6.5,0.15,1.08,0.15,14.3,0.14,1.0,10.5,0.0,0.0,0.0,92.4,1450.6,439.7,25.8,27.7,93.3,41.1,43.4,94.7,7.23,8.92,81.0,0.15,0.62,6.46,0.46,0.0,6.15,81.1,80.2,0.92,0.62,0.0,0.92,0.15,0.0,0.0,0.0,0.0,0.31,74.9,0.0,0.31,1.38,0.92,0.0,0.0,0.31,0.0,0.15,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.69,0.92,0.77,0.62,0.31,1.08,2.0,53.8,0.92,1.54,0.31,1.23,1.85,3.54,2.92,0.0,91.7,5.54,29.4,61.5,7.08,1.23,90.9,67.2,320.9,184.6,5.69,0.62,0.0,0.31,0.62,71.8,0.0,0.62,0.0,0.0,2.0,1.23,0.0,0.0,0.0,0.0,9.69,3.54,2.0,63.9,,,,
Boubakar Kouyaté,Boubakar Kouyate,MLI,DF,Metz,Ligue 1,25.0,1997,30,30,2665,29.6,0.03,0.74,0.17,22.7,0.05,0.2,14.1,0.0,0.0,0.0,83.8,712.9,193.9,6.99,8.11,86.3,18.3,20.2,90.3,5.91,8.31,71.1,0.0,0.1,1.01,0.03,0.0,1.42,37.7,36.7,1.05,0.91,0.03,1.08,0.0,0.0,0.0,0.0,0.0,0.14,31.6,0.1,0.54,0.41,0.24,0.0,0.03,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.62,2.16,1.11,0.03,1.42,2.7,52.5,1.28,2.74,1.25,1.49,3.34,6.66,7.97,0.03,56.2,10.7,36.1,21.0,1.79,1.01,55.3,27.5,161.7,72.4,1.45,0.1,0.0,0.34,0.14,27.6,0.03,0.27,0.03,0.0,1.39,1.08,0.24,0.0,0.03,0.0,8.65,3.65,1.52,70.6,,,,
Mykola Kukharevych,Mykola Kukharevych,UKR,FW,Troyes,Ligue 1,20.0,2001,2,0,15,0.2,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,66.7,190.0,0.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,30.0,5.0,40.0,15.0,40.0,25.0,0.0,0.0,0.0,0.0,5.0,35.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,66.7,,,,
Giorgos Kyriakopoulos,Giorgos Kyriakopoulos,GRE,DFFW,Sassuolo,Serie A,26.0,1996,29,22,1975,21.9,0.0,1.37,0.46,33.3,0.0,0.0,23.0,0.0,0.0,0.0,82.7,835.5,326.2,23.4,24.8,94.3,19.5,22.1,88.4,4.66,9.36,49.8,0.23,1.46,2.6,1.0,0.59,3.06,58.6,50.5,8.13,0.96,0.0,0.96,2.83,0.87,0.14,0.68,0.05,6.3,48.4,0.0,1.32,2.65,1.92,0.18,0.27,0.0,0.23,0.05,0.46,0.32,0.05,0.0,0.0,0.09,0.0,1.6,1.0,0.87,0.5,0.23,0.82,1.64,50.0,0.82,2.19,0.37,1.83,1.19,2.79,2.19,0.05,69.6,4.38,25.0,28.5,21.4,1.6,62.0,49.3,278.9,153.2,7.67,1.92,0.73,0.78,0.87,46.9,2.51,0.27,0.05,0.0,1.32,1.83,0.14,0.0,0.0,0.0,7.21,0.96,1.23,43.8,,,,
Vassilis Lambropoulos,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32.0,1990,13,13,1168,13.0,0.0,0.31,0.08,25.0,0.0,0.0,11.8,0.0,0.0,0.0,83.3,667.5,163.1,4.77,6.0,79.5,14.4,16.2,89.0,7.23,9.31,77.7,0.0,0.08,1.08,0.0,0.0,1.0,32.3,31.7,0.62,0.46,0.0,1.69,0.23,0.0,0.0,0.0,0.0,0.15,26.9,0.15,0.46,0.46,0.38,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.38,1.54,0.31,0.08,0.77,1.62,47.6,0.85,2.23,0.77,1.46,2.54,4.46,5.92,0.08,45.7,8.85,28.9,17.2,1.77,0.69,45.2,22.8,130.3,41.7,0.92,0.23,0.08,0.23,0.38,23.8,0.23,0.08,0.0,0.0,0.38,0.31,0.0,0.0,0.0,0.08,6.69,2.69,1.38,66.0,,,,
Latasa,Latasa,ESP,FW,Real Madrid,La Liga,21.0,2001,1,0,9,0.1,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,80.0,370.0,0.0,20.0,30.0,66.7,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,50.0,40.0,20.0,70.0,20.0,120.0,110.0,10.0,10.0,0.0,10.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0,,,,
Jeremías Ledesma,Jeremias Ledesma,ARG,GK,Cádiz,La Liga,29.0,1993,38,38,3420,38.0,0.0,0.03,0.03,100.0,0.0,0.0,11.2,0.0,0.0,0.0,52.3,699.4,522.4,1.21,1.26,95.8,4.66,4.74,98.3,9.97,24.3,41.1,0.0,0.05,0.92,0.05,0.0,0.03,30.4,18.8,11.6,3.42,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.18,0.13,0.13,0.08,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,33.8,29.7,33.6,0.24,0.05,0.03,22.4,14.1,89.4,56.7,0.03,0.03,0.0,0.03,0.0,10.9,0.0,0.11,0.0,0.0,0.05,0.24,0.0,0.0,0.05,0.0,5.26,0.03,0.0,100.0,,,,
Wu Lei,Wu Lei,CHN,FWMF,Espanyol,La Liga,30.0,1991,23,4,474,5.3,0.19,1.32,0.94,71.4,0.14,0.2,14.6,0.0,0.0,0.0,71.3,203.2,44.2,7.74,9.62,80.4,4.34,5.66,76.7,0.75,2.08,36.4,0.0,0.94,0.38,0.19,0.0,1.13,19.1,18.3,0.75,0.0,0.19,0.57,0.75,0.0,0.0,0.0,0.0,0.19,13.6,0.19,0.57,2.08,1.89,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.38,0.38,0.0,0.19,0.94,20.0,0.75,1.13,0.0,1.13,0.94,1.7,0.57,0.0,28.7,0.57,3.96,15.8,10.9,3.96,27.9,16.2,76.0,41.3,2.45,0.57,0.38,2.26,0.57,17.4,5.09,0.0,0.0,0.0,1.32,1.13,0.94,0.0,0.0,0.0,6.42,2.26,3.21,41.4,,,,
