Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Ruben Lendinez,Ruben Lendinez,ESP,DF,Valencia,La Liga,19.0,2003,4,1,137,1.5,0.0,0.67,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,80.4,593.3,207.3,8.0,9.33,85.7,14.0,15.3,91.3,5.33,9.33,57.1,0.0,0.0,4.67,0.0,0.0,4.0,34.0,31.3,2.67,0.67,0.0,1.33,0.0,0.0,0.0,0.0,0.0,2.0,27.3,0.0,0.0,1.33,0.67,0.0,0.0,0.67,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,4.0,3.33,3.33,0.67,0.0,1.33,4.0,33.3,2.67,0.67,0.0,0.67,6.67,10.7,4.67,0.0,47.3,4.0,18.0,25.3,4.67,2.0,45.3,22.7,135.3,69.3,3.33,0.67,0.0,0.0,0.0,24.7,0.0,1.33,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.33,0.0,100.0,,,,
Anderson Lima,Anderson Lima,BRA,MF,Lazio,Serie A,22.0,1999,4,0,65,0.7,0.0,1.43,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,78.1,551.4,84.3,18.6,21.4,86.7,17.1,20.0,85.7,0.0,2.86,0.0,0.0,0.0,0.0,1.43,0.0,2.86,45.7,45.7,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,35.7,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,2.86,2.86,2.86,0.0,4.29,4.29,100.0,0.0,1.43,0.0,1.43,2.86,8.57,0.0,0.0,68.6,0.0,20.0,41.4,11.4,1.43,68.6,48.6,174.3,74.3,0.0,0.0,0.0,2.86,0.0,52.9,7.14,1.43,0.0,0.0,2.86,8.57,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,,,,
Valentino Livramento,Valentino Livramento,ENG,DF,Southampton,Premier League,19.0,2002,28,25,2202,24.5,0.04,0.49,0.12,25.0,0.08,0.33,15.7,0.0,0.0,0.0,76.5,590.1,224.4,19.8,22.3,89.0,13.0,17.4,74.5,2.86,5.71,50.0,0.04,0.78,1.63,0.98,0.41,3.27,47.1,38.4,8.78,0.65,0.08,0.61,2.24,0.0,0.0,0.0,0.0,8.12,36.0,0.0,1.67,1.63,1.51,0.0,0.04,0.0,0.08,0.0,0.08,0.04,0.0,0.0,0.0,0.04,0.0,2.2,1.22,1.31,0.69,0.2,1.02,1.84,55.6,0.82,1.84,0.41,1.43,2.98,5.18,2.0,0.0,59.8,3.35,16.9,28.3,19.7,1.96,51.5,35.2,236.6,132.1,5.22,2.08,0.53,1.27,1.22,31.7,2.24,0.08,0.0,0.0,0.69,1.63,0.04,0.04,0.0,0.0,8.9,1.1,1.39,44.3,,,,
Javier Llabrés,Javier Llabres,Spain,FWMF,Mallorca,La Liga,20.0,0,5,1,132,1.5,0.0,3.33,1.33,40.0,0.0,0.0,24.5,0.0,0.0,0.0,69.8,528.7,88.0,15.3,18.7,82.1,10.7,15.3,69.6,3.33,6.67,50.0,0.0,1.33,1.33,0.67,0.0,0.67,42.0,40.7,1.33,0.0,0.0,2.67,3.33,0.67,0.0,0.0,0.0,0.67,29.3,0.67,0.0,2.67,1.33,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.67,0.67,0.67,0.67,1.33,50.0,0.67,0.67,0.0,0.67,0.0,2.0,0.0,0.0,55.3,0.0,4.0,24.0,29.3,2.67,54.0,38.7,178.0,86.0,6.0,0.67,1.33,1.33,2.67,44.0,8.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,5.33,0.67,2.0,25.0,,,,
Banzouzi Locko,Banzouzi Locko,FRA,DFMF,Reims,Ligue 1,20.0,2002,24,11,1011,11.2,0.09,0.63,0.18,28.6,0.14,0.5,24.9,0.0,0.0,0.0,78.2,544.6,221.8,16.9,19.7,85.5,11.5,14.6,78.7,3.21,5.18,62.1,0.09,0.63,1.96,0.98,0.18,3.93,41.3,34.9,6.43,0.18,0.0,0.98,0.98,0.0,0.0,0.0,0.0,6.25,32.3,0.18,1.25,1.52,1.16,0.09,0.09,0.0,0.0,0.18,0.54,0.45,0.09,0.0,0.0,0.0,0.0,2.41,1.61,0.89,0.98,0.54,0.89,1.88,47.6,0.98,3.04,0.71,2.32,1.43,3.84,0.71,0.0,52.9,2.59,17.7,25.9,13.5,0.89,46.6,32.9,213.9,136.2,5.45,1.34,0.18,1.07,2.05,29.8,2.59,0.36,0.0,0.0,1.52,1.07,0.18,0.0,0.0,0.0,8.3,1.34,1.43,48.4,,,,
Diego López,Diego Lopez,ESP,GK,Espanyol,La Liga,40.0,1981,36,36,3177,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2,692.3,395.3,4.67,4.79,97.6,10.4,10.5,99.5,8.56,17.1,50.2,0.0,0.03,0.23,0.0,0.0,0.0,32.4,20.7,11.7,3.4,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.08,0.08,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.03,0.03,35.3,31.4,35.1,0.23,0.0,0.0,23.7,14.6,76.9,47.8,0.0,0.0,0.0,0.0,0.03,11.8,0.0,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,,,,
Javi López,Javi Lopez,ESP,DF,Alavés,La Liga,20.0,2002,9,4,462,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,610.4,263.3,11.2,12.0,93.4,14.3,17.6,81.1,4.9,9.61,51.0,0.0,0.78,1.96,0.78,0.39,2.75,40.2,30.4,9.8,0.98,0.0,0.78,1.96,0.0,0.0,0.0,0.0,8.82,30.6,0.2,0.98,1.18,0.78,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.96,1.37,1.37,0.59,0.0,0.59,1.18,50.0,0.59,2.94,0.2,2.75,1.96,3.92,3.14,0.0,54.7,5.29,17.8,29.2,9.8,0.0,45.3,29.2,134.3,59.8,2.16,0.59,0.0,0.39,1.18,29.8,0.78,0.39,0.0,0.0,1.57,2.35,0.0,0.0,0.0,0.0,3.73,0.59,1.18,33.3,,,,
Johaneko Louisjean,Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17.0,2004,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,940.0,210.0,30.0,40.0,75.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,10.0,0.0,0.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,50.0,10.0,10.0,80.0,50.0,230.0,70.0,10.0,0.0,0.0,10.0,10.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,,,,
Anthony Lozano,Anthony Lozano,HON,FWMF,Cádiz,La Liga,29.0,1993,31,21,1672,18.6,0.38,2.63,1.08,40.8,0.14,0.35,14.3,0.0,0.0,0.0,61.4,146.6,32.6,6.24,8.92,69.9,2.42,4.03,60.0,0.86,1.72,50.0,0.11,0.54,0.59,0.32,0.16,1.02,16.3,15.4,0.91,0.0,0.11,0.43,1.24,0.0,0.0,0.0,0.0,0.11,10.0,0.0,1.18,1.94,1.08,0.0,0.16,0.32,0.32,0.05,0.48,0.16,0.0,0.05,0.11,0.11,0.05,0.59,0.48,0.11,0.22,0.27,0.11,0.7,15.4,0.59,0.97,0.22,0.75,0.43,1.02,0.38,0.0,30.4,0.75,2.63,16.0,14.5,4.62,29.5,20.6,121.8,78.1,3.82,1.51,0.97,3.55,2.26,21.8,5.32,0.43,0.0,0.0,2.63,2.26,0.48,0.22,0.0,0.0,4.14,2.74,4.19,39.5,,,,
José Luis Gayà,Jose Luis Gaya,ESP,DF,Valencia,La Liga,27.0,1995,24,22,1871,20.8,0.1,0.87,0.43,50.0,0.11,0.22,20.3,0.05,0.0,0.0,72.5,620.5,251.7,13.2,15.1,87.3,12.5,16.4,76.5,5.05,10.1,50.0,0.19,1.11,1.73,1.39,0.82,2.98,42.5,32.1,10.5,1.49,0.0,2.07,2.98,0.1,0.05,0.0,0.05,8.89,30.9,0.05,1.63,1.88,1.59,0.14,0.0,0.0,0.05,0.1,0.38,0.34,0.0,0.0,0.0,0.05,0.0,1.54,0.58,1.01,0.43,0.1,0.77,1.78,43.2,1.01,1.39,0.14,1.25,1.88,3.41,2.07,0.0,51.9,2.64,16.0,23.7,16.0,1.25,41.7,27.9,138.2,74.9,3.75,1.73,0.19,0.43,0.63,27.1,2.21,0.38,0.1,0.05,1.68,1.11,0.19,0.05,0.05,0.0,6.63,0.72,1.3,35.7,,,,
Florentino Luís,Florentino Luis,POR,MF,Getafe,La Liga,22.0,1999,22,9,992,11.0,0.0,0.27,0.09,33.3,0.0,0.0,25.0,0.0,0.0,0.0,80.4,574.8,142.5,13.9,16.9,82.3,12.8,14.8,86.5,4.0,5.36,74.6,0.09,0.82,3.0,0.27,0.0,2.73,39.8,39.4,0.45,0.45,0.09,1.18,0.27,0.0,0.0,0.0,0.0,0.0,32.0,0.09,0.91,1.45,1.27,0.0,0.0,0.0,0.0,0.18,0.09,0.09,0.0,0.0,0.0,0.0,0.0,3.82,2.45,1.91,1.55,0.36,1.45,3.27,44.4,1.82,1.91,0.09,1.82,2.82,6.64,1.55,0.09,50.9,2.18,12.8,32.5,7.45,0.55,50.5,28.6,101.2,38.0,1.73,0.18,0.09,0.73,1.18,28.1,1.0,0.18,0.0,0.0,2.55,0.36,0.0,0.0,0.0,0.0,11.3,2.36,2.0,54.2,,,,
Luismi,Luismi,ESP,FW,Sevilla,La Liga,21.0,2001,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,870.0,560.0,40.0,50.0,80.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,90.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,40.0,20.0,40.0,0.0,80.0,90.0,400.0,150.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,
Andrey Lunyov,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30.0,1991,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,1019.0,597.0,10.0,10.0,100.0,26.0,26.0,100.0,7.0,13.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,50.0,0.0,0.0,0.0,44.0,36.0,161.0,96.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,
Charalambos Lykogiannis,Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,28.0,1993,28,21,1817,20.2,0.05,1.04,0.35,33.3,0.05,0.14,21.8,0.25,0.0,0.0,62.5,467.0,227.1,7.82,9.85,79.4,12.0,16.5,72.8,3.32,9.31,35.6,0.0,0.54,1.83,0.5,0.35,1.98,37.5,27.6,9.95,1.09,0.0,1.29,2.77,0.84,0.3,0.45,0.05,7.97,23.5,0.1,2.23,0.94,0.5,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.74,0.84,0.3,0.15,0.54,1.14,47.8,0.59,1.98,0.45,1.53,2.72,4.01,2.67,0.0,49.5,4.5,18.0,20.5,13.6,0.84,39.4,24.4,110.7,62.0,2.43,0.99,0.05,1.49,0.79,24.6,1.39,0.1,0.0,0.0,1.39,0.64,0.0,0.0,0.05,0.0,5.59,2.38,1.63,59.3,,,,
Abdul Majeed Waris,Abdul Majeed Waris,GHA,MFFW,Strasbourg,Ligue 1,30.0,1991,15,2,327,3.6,0.56,1.94,0.83,42.9,0.29,0.67,16.7,0.0,0.0,0.0,74.8,370.8,78.9,18.1,20.8,86.7,6.39,8.89,71.9,1.39,2.78,50.0,0.0,1.11,1.11,1.11,0.28,2.22,36.4,35.3,1.11,0.0,0.28,0.56,1.11,0.0,0.0,0.0,0.0,1.11,27.2,0.28,1.67,2.22,1.94,0.0,0.28,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.11,0.83,0.56,0.56,0.0,1.11,1.94,57.1,0.83,0.56,0.0,0.56,0.56,1.67,0.28,0.0,51.1,0.28,4.44,25.0,26.4,4.17,50.0,41.7,209.4,121.1,6.94,3.33,1.11,1.39,1.94,40.3,8.89,0.28,0.0,0.0,1.11,3.89,0.28,0.0,0.0,0.0,6.39,0.83,1.94,30.0,,,,
Hianga Mananga Mbock,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22.0,1999,14,9,799,8.9,0.0,1.01,0.0,0.0,0.0,0.0,23.5,0.34,0.0,0.0,87.9,540.2,105.1,9.55,10.6,90.4,16.1,17.9,89.9,2.36,3.03,77.8,0.0,0.11,3.48,0.34,0.0,2.7,32.5,31.1,1.35,1.12,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.11,28.5,0.0,0.22,0.9,0.67,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.58,1.57,1.01,1.24,0.34,1.01,2.47,40.9,1.46,1.12,0.22,0.9,0.56,3.15,0.79,0.0,41.2,1.12,8.88,25.1,9.21,0.9,39.8,26.6,152.5,78.2,3.26,0.56,0.11,0.34,1.24,25.6,1.69,0.34,0.0,0.0,2.47,1.01,0.0,0.0,0.11,0.0,7.87,1.46,1.01,59.1,,,,
Kostas Manolas,Kostas Manolas,GRE,DF,Napoli,Serie A,30.0,1991,4,3,313,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4,1274.9,344.3,21.7,22.3,97.4,30.9,32.9,93.9,9.43,10.3,91.7,0.0,0.0,4.0,0.0,0.0,0.57,66.0,64.0,2.0,1.43,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,62.3,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.29,0.29,0.0,0.57,0.86,66.7,0.29,0.57,0.0,0.57,2.29,2.86,2.57,0.0,71.4,10.6,28.9,46.3,0.86,0.29,69.4,47.1,302.6,164.6,4.29,0.29,0.0,0.0,0.0,56.0,0.0,0.29,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,6.29,1.43,1.14,55.6,,,,
Maranhão,Maranhao,BRA,FWMF,Valencia,La Liga,25.0,1996,29,8,973,10.8,0.09,2.87,0.74,25.8,0.03,0.13,14.8,0.09,0.0,0.0,62.7,179.1,40.9,6.76,9.07,74.5,3.15,4.63,68.0,1.2,2.59,46.4,0.28,1.02,0.93,0.56,0.0,1.3,17.9,17.0,0.83,0.0,0.0,0.65,0.37,0.19,0.09,0.09,0.0,0.19,11.2,0.28,1.02,2.5,1.48,0.0,0.19,0.19,0.46,0.19,0.28,0.19,0.0,0.0,0.09,0.0,0.0,1.39,0.65,0.28,0.65,0.46,0.56,0.83,66.7,0.28,2.04,0.0,2.04,0.93,2.31,0.93,0.0,33.2,0.93,3.8,13.8,18.1,4.17,32.4,20.4,101.9,64.3,2.87,1.02,0.65,2.31,1.85,21.4,6.57,0.28,0.0,0.0,2.13,2.41,0.37,0.09,0.0,0.0,5.0,3.7,5.09,42.1,,,,
Fernando Marçal,Fernando Marcal,BRA,DF,Wolves,Premier League,33.0,1989,18,17,1449,16.1,0.0,0.68,0.06,9.1,0.0,0.0,22.3,0.0,0.0,0.0,77.8,731.0,249.2,19.4,21.8,89.2,18.8,22.9,82.3,3.29,7.08,46.5,0.0,0.62,1.74,0.5,0.31,3.11,54.0,45.3,8.7,0.37,0.06,1.18,3.42,0.19,0.06,0.06,0.0,8.14,42.0,0.43,1.86,1.06,0.93,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,2.61,1.61,1.8,0.62,0.19,1.06,2.05,51.5,0.99,2.61,0.31,2.3,1.93,4.53,3.35,0.0,67.3,4.6,22.7,27.5,21.5,1.55,58.9,37.6,180.2,110.8,6.15,1.93,0.19,0.99,0.68,38.7,2.98,0.19,0.0,0.0,2.05,0.75,0.06,0.0,0.06,0.0,8.51,1.8,1.06,63.0,,,,
Martín,Martin,ESP,MF,Cádiz,La Liga,23.0,1999,6,1,115,1.3,0.0,1.54,0.0,0.0,0.0,0.0,27.9,0.77,0.0,0.0,75.5,654.6,228.5,10.0,11.5,86.7,9.23,12.3,75.0,7.69,11.5,66.7,0.0,0.77,6.92,0.0,0.0,4.62,37.7,36.2,1.54,0.77,0.0,3.85,1.54,0.77,0.77,0.0,0.0,0.0,28.5,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.77,2.31,3.08,2.31,0.0,46.9,3.08,11.5,26.2,10.0,0.0,44.6,20.0,97.7,49.2,3.08,0.0,0.0,0.0,0.77,19.2,0.0,0.77,0.0,0.0,3.08,0.77,0.0,0.0,0.0,0.0,18.5,4.62,2.31,66.7,,,,
Martinelli,Martinelli,BRA,FWMF,Arsenal,Premier League,20.0,2001,29,21,1860,20.7,0.29,2.42,0.72,30.0,0.1,0.33,14.4,0.0,0.05,0.05,74.0,358.9,68.4,11.0,13.1,83.8,8.41,10.5,79.8,1.88,4.01,47.0,0.29,1.64,0.53,0.77,0.24,1.5,29.6,27.3,2.22,0.14,0.0,1.01,2.32,1.45,1.4,0.0,0.0,0.48,21.9,0.1,1.3,3.38,2.27,0.19,0.39,0.34,0.1,0.1,0.53,0.29,0.1,0.05,0.1,0.0,0.0,1.45,0.92,0.48,0.68,0.29,0.29,1.01,28.6,0.72,1.98,0.29,1.69,1.01,2.46,0.72,0.0,44.0,1.26,5.02,14.1,28.3,6.67,41.8,31.4,218.0,124.2,7.0,1.74,1.84,2.61,1.93,29.9,6.71,0.14,0.05,0.05,1.26,1.21,0.48,0.0,0.0,0.0,5.6,1.45,2.61,35.7,,,,
Amadou Mbengue,Amadou Mbengue,SEN,DFMF,Metz,Ligue 1,20.0,2002,12,5,610,6.8,0.0,0.44,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,84.5,776.6,275.3,11.6,12.5,92.9,19.1,20.9,91.5,5.15,8.53,60.3,0.0,0.29,2.79,0.15,0.15,1.76,42.6,41.2,1.47,0.59,0.0,1.76,0.15,0.0,0.0,0.0,0.0,0.88,36.0,0.15,0.59,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,2.21,1.76,1.76,0.0,0.88,2.79,31.6,1.91,2.21,0.44,1.76,1.47,5.0,2.35,0.0,52.9,4.26,25.4,27.6,2.35,0.44,51.5,35.1,149.9,89.3,1.76,0.29,0.0,0.59,0.74,33.4,0.15,0.59,0.0,0.0,1.76,0.29,0.0,0.0,0.0,0.0,6.62,0.88,1.47,37.5,,,,
James Mcatee,James Mcatee,ENG,MFFW,Manchester City,Premier League,19.0,2002,2,0,20,0.2,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,69.2,725.0,25.0,20.0,30.0,66.7,25.0,30.0,83.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,85.0,0.0,5.0,50.0,30.0,15.0,85.0,60.0,190.0,145.0,10.0,0.0,5.0,0.0,10.0,65.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,100.0,,,,
Kasey McAteer,Kasey McAteer,ENG,FW,Leicester City,Premier League,20.0,2001,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Hannibal Mejbri,Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,19.0,2003,2,1,68,0.8,0.0,1.25,1.25,100.0,0.0,0.0,22.0,0.0,0.0,0.0,81.0,282.5,15.0,11.3,15.0,75.0,8.75,8.75,100.0,0.0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,26.3,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,40.0,0.0,5.0,17.5,18.8,2.5,40.0,32.5,135.0,46.3,2.5,1.25,0.0,3.75,5.0,31.3,7.5,2.5,0.0,0.0,5.0,0.0,1.25,0.0,0.0,0.0,6.25,0.0,1.25,0.0,,,,
Benjamin Mendy,Benjamin Mendy,FRA,DF,Manchester City,Premier League,27.0,1994,1,1,78,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,1505.6,502.2,28.9,33.3,86.7,42.2,42.2,100.0,8.89,15.6,57.1,0.0,2.22,6.67,1.11,1.11,8.89,96.7,83.3,13.3,4.44,0.0,3.33,4.44,0.0,0.0,0.0,0.0,8.89,81.1,0.0,6.67,4.44,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.11,1.11,1.11,1.11,2.22,4.44,50.0,2.22,0.0,0.0,0.0,0.0,3.33,3.33,0.0,104.4,0.0,17.8,63.3,31.1,1.11,91.1,76.7,335.6,226.7,8.89,4.44,0.0,0.0,1.11,76.7,1.11,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,7.78,2.22,2.22,50.0,,,,
Yýldýrým Mert Çetin,Yyldyrym Mert Cetin,TUR,DF,Hellas Verona,Serie A,25.0,1997,2,0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,996.0,550.0,18.0,22.0,81.8,28.0,34.0,82.4,4.0,6.0,66.7,0.0,0.0,6.0,0.0,0.0,6.0,66.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,0.0,88.0,8.0,22.0,38.0,32.0,0.0,66.0,38.0,186.0,78.0,4.0,2.0,0.0,2.0,2.0,44.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,50.0,,,,
Hilmir Mikaelsson,Hilmir Mikaelsson,ISL,FW,Venezia,Serie A,18.0,2004,1,0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,15.0,5.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,,,
